| category      | macro\_nutrient   | dose                          |   quantity | unit\_symbol   |
| pranzo        | fibers           | Peperoni                      |        200 | g             |
| pranzo        | fibers           | Melanzane                     |        200 | g             |
| pranzo        | fibers           | Carote                        |        100 | g             |
| pranzo        | fibers           | Asparagi                      |        200 | g             |
| pranzo        | fibers           | Carciofi                      |        200 | g             |
| pranzo        | fibers           | Zucca                         |        200 | g             |
| pranzo        | fibers           | Spinaci                       |        150 | g             |
| pranzo        | fibers           | Verza                         |        200 | g             |
| pranzo        | fibers           | Fagiolini                     |        200 | g             |
| pranzo        | fibers           | Radicchio                     |        200 | g             |
| pranzo        | fibers           | Ravanelli                     |        200 | g             |
| pranzo        | fibers           | Indivia                       |        200 | g             |
| pranzo        | fibers           | Cime di rapa                  |        200 | g             |
| pranzo        | fibers           | Cetrioli                      |        200 | g             |
| pranzo        | fibers           | Rucola                        |        100 | g             |
| pranzo        | fibers           | Mais                          |         40 | g             |
| pranzo        | fats             | Olio extra vergine di oliva   |         10 | g             |
| pranzo        | fibers           | Lattuga                       |        150 | g             |
| pranzo        | fibers           | Passata di Pomodori           |        100 | g             |
| pranzo        | fruits           | Frutta fresca                 |        150 | g             |
| spuntino\_sera | fruits           | Frutta fresca                 |        200 | g             |
| spuntino\_sera | carbohydrates    | Crackers                      |         30 | g             |
| spuntino\_sera | carbohydrates    | Crackers integrali            |         30 | g             |
| spuntino\_sera | carbohydrates    | Gallette di riso              |         30 | g             |
| spuntino\_sera | carbohydrates    | Grissini integrali            |         30 | g             |
| spuntino\_sera | carbohydrates    | Crostini integrali            |         35 | g             |
| spuntino\_sera | carbohydrates    | Grissini                      |         30 | g             |
| spuntino\_sera | carbohydrates    | Gallette di mais              |         30 | g             |
| spuntino\_sera | carbohydrates    | Crostata marmellata           |         50 | g             |
| spuntino\_sera | carbohydrates    | Ciambella                     |         50 | g             |
| spuntino\_sera | proteins         | Yogurt parz.scremato          |        125 | g             |
| spuntino\_sera | carbohydrates    | Yogurt intero                 |        125 | g             |
| spuntino\_sera | carbohydrates    | Yogurt da latte - scremato    |        125 | g             |
| spuntino\_sera | topping          | Frutta secca                  |         10 | g             |
| cena          | carbohydrates    | Pane                          |        100 | g             |
| cena          | carbohydrates    | Pane integrale                |        120 | g             |
| cena          | carbohydrates    | Pancarrè                      |        100 | g             |
| cena          | carbohydrates    | Pizza bianca                  |         90 | g             |
| cena          | carbohydrates    | Patate                        |        300 | g             |
| cena          | carbohydrates    | Piadina                       |        100 | g             |
| cena          | carbohydrates    | Piadina integrale             |        100 | g             |
| cena          | carbohydrates    | Pasta                         |        100 | g             |
| cena          | carbohydrates    | Pasta integrale               |        100 | g             |
| cena          | carbohydrates    | Farro                         |        100 | g             |
| cena          | carbohydrates    | Quinoa                        |         90 | g             |
| cena          | carbohydrates    | Grano saraceno                |        100 | g             |
| cena          | carbohydrates    | Amaranto                      |        100 | g             |
| cena          | carbohydrates    | Couscous                      |         90 | g             |
| cena          | carbohydrates    | Orzo                          |        100 | g             |
| cena          | carbohydrates    | Riso                          |        100 | g             |
| cena          | carbohydrates    | Riso basmati                  |         90 | g             |
| cena          | carbohydrates    | Riso integrale                |        100 | g             |
| cena          | carbohydrates    | Riso venere                   |        100 | g             |
| cena          | carbohydrates    | Avena                         |        100 | g             |
| cena          | proteins         | Uova                          |        120 | g             |
| cena          | proteins         | Tonno al naturale             |         80 | g             |
| cena          | proteins         | Salmone affumicato            |         80 | g             |
| cena          | proteins         | Tonno                         |        120 | g             |
| cena          | proteins         | Pesce spada                   |        150 | g             |
| cena          | proteins         | Salmone                       |        120 | g             |
| cena          | proteins         | Sgombro                       |        120 | g             |
| cena          | proteins         | Alici                         |        150 | g             |
| cena          | proteins         | Merluzzo                      |        220 | g             |
| cena          | proteins         | Trota                         |        170 | g             |
| cena          | proteins         | Nasello                       |        220 | g             |
| cena          | proteins         | Orata                         |        150 | g             |
| cena          | proteins         | Sardine                       |        100 | g             |
| cena          | proteins         | Sogliola                      |        170 | g             |
| cena          | proteins         | Spigola                       |        180 | g             |
| cena          | proteins         | Fagioli                       |        160 | g             |
| cena          | proteins         | Lenticchie                    |        100 | g             |
| cena          | proteins         | Fave                          |        180 | g             |
| cena          | proteins         | Piselli                       |        120 | g             |
| cena          | proteins         | Fesa di tacchino              |        150 | g             |
| cena          | proteins         | Prosciutto cotto              |         60 | g             |
| cena          | proteins         | Prosciutto crudo              |         40 | g             |
| cena          | proteins         | Hamburger di pollo o tacchino |        150 | g             |
| cena          | proteins         | Petto di tacchino             |        120 | g             |
| cena          | proteins         | Pollo                         |        140 | g             |
| cena          | proteins         | Petto di pollo                |        150 | g             |
| cena          | proteins         | Tacchino                      |        150 | g             |
| cena          | proteins         | Bovino                        |        140 | g             |
| cena          | proteins         | Maiale                        |         90 | g             |
| cena          | proteins         | Manzo                         |        140 | g             |
| cena          | proteins         | Vitello                       |        140 | g             |
| cena          | fibers           | Pomodori                      |        200 | g             |
| cena          | fibers           | Lattuga                       |        150 | g             |
| cena          | fibers           | Finocchi                      |        250 | g             |
| cena          | fibers           | Pomodorini                    |        200 | g             |
| cena          | fibers           | Zucchine                      |        200 | g             |
| cena          | fibers           | Broccoli                      |        200 | g             |
| cena          | fibers           | Rape                          |        200 | g             |
| cena          | fibers           | Cicoria                       |        200 | g             |
| cena          | fibers           | Cavolo nero                   |        200 | g             |
| cena          | fibers           | Cavolfiore                    |        200 | g             |
| cena          | fibers           | Peperoni                      |        150 | g             |
| cena          | fibers           | Melanzane                     |        200 | g             |
| cena          | fibers           | Carote                        |        100 | g             |
| cena          | fibers           | Asparagi                      |        200 | g             |
| cena          | fibers           | Rucola                        |        100 | g             |
| cena          | fibers           | Carciofi                      |        100 | g             |
| cena          | fibers           | Zucca                         |        200 | g             |
| cena          | fibers           | Spinaci                       |        200 | g             |
| cena          | fibers           | Verza                         |        200 | g             |
| cena          | fibers           | Fagiolini                     |        200 | g             |
| cena          | fibers           | Radicchio                     |        100 | g             |
| cena          | fibers           | Ravanelli                     |        200 | g             |
| cena          | fibers           | Indivia                       |        200 | g             |
| cena          | fibers           | Cime di rapa                  |        200 | g             |
| cena          | fibers           | Mais                          |         40 | g             |
| cena          | fats             | Olio extra vergine di oliva   |         20 | g             |
